NCBI Accession,Shortcut,Genus
OP436343.1,SARS-CoV-2,Betacoronavirus
OP421244.1,SARS-CoV-2,Betacoronavirus
OP386238.1,SARS-CoV-2,Betacoronavirus
OP341887.1,SARS-CoV-2,Betacoronavirus
OP332653.1,SARS-CoV-2,Betacoronavirus
OP332719.1,SARS-CoV-2,Betacoronavirus
OP336300.1,SARS-CoV-2,Betacoronavirus
OP336303.1,SARS-CoV-2,Betacoronavirus
OP304370.1,SARS-CoV-2,Betacoronavirus
OP288539.1,SARS-CoV-2,Betacoronavirus
OP232806.1,SARS-CoV-2,Betacoronavirus
OP199608.1,SARS-CoV-2,Betacoronavirus
OP200577.1,SARS-CoV-2,Betacoronavirus
OP195669.1,SARS-CoV-2,Betacoronavirus
OP170655.1,SARS-CoV-2,Betacoronavirus
OP167039.1,SARS-CoV-2,Betacoronavirus
OP140420.1,SARS-CoV-2,Betacoronavirus
OP102868.1,SARS-CoV-2,Betacoronavirus
OP052648.1,SARS-CoV-2,Betacoronavirus
ON830003.1,SARS-CoV-2,Betacoronavirus
OP671849.1,SARS-CoV-2,Betacoronavirus
OP652745.1,SARS-CoV-2,Betacoronavirus
OP570705.1,SARS-CoV-2,Betacoronavirus
OP571208.1,SARS-CoV-2,Betacoronavirus
OP553373.1,SARS-CoV-2,Betacoronavirus
OP542694.1,SARS-CoV-2,Betacoronavirus
OP464078.1,SARS-CoV-2,Betacoronavirus
OP386083.1,SARS-CoV-2,Betacoronavirus
OP366107.1,SARS-CoV-2,Betacoronavirus
OP319696.1,SARS-CoV-2,Betacoronavirus
OP294967.1,SARS-CoV-2,Betacoronavirus
OP281767.1,SARS-CoV-2,Betacoronavirus
OP239381.1,SARS-CoV-2,Betacoronavirus
OP232761.1,SARS-CoV-2,Betacoronavirus
OP217368.1,SARS-CoV-2,Betacoronavirus
OP201371.1,SARS-CoV-2,Betacoronavirus
OP202376.1,SARS-CoV-2,Betacoronavirus
OP203045.1,SARS-CoV-2,Betacoronavirus
ON829698.1,SARS-CoV-2,Betacoronavirus
OP692543.1,SARS-CoV-2,Betacoronavirus
OP544212.1,SARS-CoV-2,Betacoronavirus
OP463539.1,SARS-CoV-2,Betacoronavirus
OP349883.1,SARS-CoV-2,Betacoronavirus
OP312254.1,SARS-CoV-2,Betacoronavirus
OP260149.1,SARS-CoV-2,Betacoronavirus
OP229072.1,SARS-CoV-2,Betacoronavirus
OP229301.1,SARS-CoV-2,Betacoronavirus
OP165526.1,SARS-CoV-2,Betacoronavirus
OP147171.1,SARS-CoV-2,Betacoronavirus
OP130172.1,SARS-CoV-2,Betacoronavirus
ON895151.1,SARS-CoV-2,Betacoronavirus
ON895685.1,SARS-CoV-2,Betacoronavirus
ON826269.1,SARS-CoV-2,Betacoronavirus
OP454735.1,SARS-CoV-2,Betacoronavirus
OP284898.1,SARS-CoV-2,Betacoronavirus
OP144923.1,SARS-CoV-2,Betacoronavirus
OP120645.1,SARS-CoV-2,Betacoronavirus
OP125252.1,SARS-CoV-2,Betacoronavirus
OP128373.1,SARS-CoV-2,Betacoronavirus
OP130794.1,SARS-CoV-2,Betacoronavirus
AY291451.1,SARS-CoV,Betacoronavirus
JN854286.1,SARS-CoV,Betacoronavirus
DQ412043.1,SARS-CoV,Betacoronavirus
DQ412042.1,SARS-CoV,Betacoronavirus
FJ588686.1,SARS-CoV,Betacoronavirus
AY310120.1,SARS-CoV,Betacoronavirus
DQ182595.1,SARS-CoV,Betacoronavirus
AP006561.1,SARS-CoV,Betacoronavirus
AP006560.1,SARS-CoV,Betacoronavirus
AP006559.1,SARS-CoV,Betacoronavirus
AP006558.1,SARS-CoV,Betacoronavirus
AP006557.1,SARS-CoV,Betacoronavirus
AY461660.1,SARS-CoV,Betacoronavirus
NC_004718.3,SARS-CoV,Betacoronavirus
JX163924.1,SARS-CoV,Betacoronavirus
DQ071615.1,SARS-CoV,Betacoronavirus
AY304488.1,SARS-CoV,Betacoronavirus
AY304486.1,SARS-CoV,Betacoronavirus
AY714217.1,SARS-CoV,Betacoronavirus
AY572034.1,SARS-CoV,Betacoronavirus
AY278554.2,SARS-CoV,Betacoronavirus
AY772062.1,SARS-CoV,Betacoronavirus
AB257344.1,SARS-CoV,Betacoronavirus
AY394850.2,SARS-CoV,Betacoronavirus
AY348314.1,SARS-CoV,Betacoronavirus
AY338175.1,SARS-CoV,Betacoronavirus
AY338174.1,SARS-CoV,Betacoronavirus
AY278741.1,SARS-CoV,Betacoronavirus
KF514420.1,SARS-CoV,Betacoronavirus
KF514407.1,SARS-CoV,Betacoronavirus
AY485278.1,SARS-CoV,Betacoronavirus
AY485277.1,SARS-CoV,Betacoronavirus
AY279354.2,SARS-CoV,Betacoronavirus
AY278490.3,SARS-CoV,Betacoronavirus
AY278487.3,SARS-CoV,Betacoronavirus
AY278488.2,SARS-CoV,Betacoronavirus
AY654624.1,SARS-CoV,Betacoronavirus
AY502930.1,SARS-CoV,Betacoronavirus
AY502929.1,SARS-CoV,Betacoronavirus
AY502928.1,SARS-CoV,Betacoronavirus
AY502923.1,SARS-CoV,Betacoronavirus
AY545919.1,SARS-CoV,Betacoronavirus
AY545918.1,SARS-CoV,Betacoronavirus
AY545917.1,SARS-CoV,Betacoronavirus
AY545916.1,SARS-CoV,Betacoronavirus
AY545914.1,SARS-CoV,Betacoronavirus
AY395003.1,SARS-CoV,Betacoronavirus
AY395002.1,SARS-CoV,Betacoronavirus
AY395001.1,SARS-CoV,Betacoronavirus
AY394999.1,SARS-CoV,Betacoronavirus
AY394998.1,SARS-CoV,Betacoronavirus
AY394997.1,SARS-CoV,Betacoronavirus
AY394995.1,SARS-CoV,Betacoronavirus
AY394994.1,SARS-CoV,Betacoronavirus
AY394993.1,SARS-CoV,Betacoronavirus
AY394992.1,SARS-CoV,Betacoronavirus
AY394991.1,SARS-CoV,Betacoronavirus
AY394990.1,SARS-CoV,Betacoronavirus
AY394989.1,SARS-CoV,Betacoronavirus
AY394987.1,SARS-CoV,Betacoronavirus
AY394986.1,SARS-CoV,Betacoronavirus
AY394985.1,SARS-CoV,Betacoronavirus
AY394983.1,SARS-CoV,Betacoronavirus
AY394979.1,SARS-CoV,Betacoronavirus
AY394978.1,SARS-CoV,Betacoronavirus
AY278489.2,SARS-CoV,Betacoronavirus
JQ316196.1,SARS-CoV,Betacoronavirus
FJ882949.1,SARS-CoV,Betacoronavirus
FJ882947.1,SARS-CoV,Betacoronavirus
FJ882946.1,SARS-CoV,Betacoronavirus
FJ882940.1,SARS-CoV,Betacoronavirus
FJ882939.1,SARS-CoV,Betacoronavirus
FJ882937.1,SARS-CoV,Betacoronavirus
FJ882936.1,SARS-CoV,Betacoronavirus
FJ882934.1,SARS-CoV,Betacoronavirus
FJ882933.1,SARS-CoV,Betacoronavirus
FJ882932.1,SARS-CoV,Betacoronavirus
FJ882931.1,SARS-CoV,Betacoronavirus
FJ882928.1,SARS-CoV,Betacoronavirus
FJ882927.1,SARS-CoV,Betacoronavirus
FJ882926.1,SARS-CoV,Betacoronavirus
AY291315.1,SARS-CoV,Betacoronavirus
AY283798.2,SARS-CoV,Betacoronavirus
AY283796.1,SARS-CoV,Betacoronavirus
AY283795.1,SARS-CoV,Betacoronavirus
AY283794.1,SARS-CoV,Betacoronavirus
AY686864.1,SARS-CoV,Betacoronavirus
DQ898174.1,SARS-CoV,Betacoronavirus
FJ882962.1,SARS-CoV,Betacoronavirus
FJ882961.1,SARS-CoV,Betacoronavirus
FJ882959.1,SARS-CoV,Betacoronavirus
FJ882957.1,SARS-CoV,Betacoronavirus
FJ882953.1,SARS-CoV,Betacoronavirus
FJ882952.1,SARS-CoV,Betacoronavirus
FJ882951.1,SARS-CoV,Betacoronavirus
FJ882948.1,SARS-CoV,Betacoronavirus
FJ882945.1,SARS-CoV,Betacoronavirus
FJ882942.1,SARS-CoV,Betacoronavirus
AY686863.1,SARS-CoV,Betacoronavirus
AY572038.1,SARS-CoV,Betacoronavirus
AY572035.1,SARS-CoV,Betacoronavirus
AY390556.1,SARS-CoV,Betacoronavirus
AY864806.1,SARS-CoV,Betacoronavirus
AY515512.1,SARS-CoV,Betacoronavirus
AY559096.1,SARS-CoV,Betacoronavirus
AY559095.1,SARS-CoV,Betacoronavirus
AY559094.1,SARS-CoV,Betacoronavirus
AY559093.1,SARS-CoV,Betacoronavirus
AY559086.1,SARS-CoV,Betacoronavirus
AY559085.1,SARS-CoV,Betacoronavirus
AY559084.1,SARS-CoV,Betacoronavirus
AY559082.1,SARS-CoV,Betacoronavirus
AY559081.1,SARS-CoV,Betacoronavirus
AY304495.1,SARS-CoV,Betacoronavirus
AY278491.2,SARS-CoV,Betacoronavirus
AY321118.1,SARS-CoV,Betacoronavirus
MK062184.1,SARS-CoV,Betacoronavirus
MK062183.1,SARS-CoV,Betacoronavirus
MK062182.1,SARS-CoV,Betacoronavirus
MK062181.1,SARS-CoV,Betacoronavirus
MK062180.1,SARS-CoV,Betacoronavirus
MK062179.1,SARS-CoV,Betacoronavirus
DQ022305.2,SARS-CoV,Betacoronavirus
DQ084200.1,SARS-CoV,Betacoronavirus
DQ084199.1,SARS-CoV,Betacoronavirus
JF292920.1,SARS-CoV,Betacoronavirus
JX162087.1,SARS-CoV,Betacoronavirus
GQ153548.1,SARS-CoV,Betacoronavirus
GQ153547.1,SARS-CoV,Betacoronavirus
GQ153546.1,SARS-CoV,Betacoronavirus
GQ153545.1,SARS-CoV,Betacoronavirus
GQ153544.1,SARS-CoV,Betacoronavirus
GQ153543.1,SARS-CoV,Betacoronavirus
GQ153542.1,SARS-CoV,Betacoronavirus
GQ153541.1,SARS-CoV,Betacoronavirus
GQ153540.1,SARS-CoV,Betacoronavirus
GQ153539.1,SARS-CoV,Betacoronavirus
AY282752.2,SARS-CoV,Betacoronavirus
AY313906.1,SARS-CoV,Betacoronavirus
GU553364.1,SARS-CoV,Betacoronavirus
FJ959407.1,SARS-CoV,Betacoronavirus
AY864805.1,SARS-CoV,Betacoronavirus
AY357076.1,SARS-CoV,Betacoronavirus
AY357075.1,SARS-CoV,Betacoronavirus
AY350750.1,SARS-CoV,Betacoronavirus
AY427439.1,SARS-CoV,Betacoronavirus
AY345988.1,SARS-CoV,Betacoronavirus
AY345987.1,SARS-CoV,Betacoronavirus
EU371564.1,SARS-CoV,Betacoronavirus
EU371563.1,SARS-CoV,Betacoronavirus
EU371562.1,SARS-CoV,Betacoronavirus
EU371561.1,SARS-CoV,Betacoronavirus
EU371560.1,SARS-CoV,Betacoronavirus
EU371559.1,SARS-CoV,Betacoronavirus
DQ640652.1,SARS-CoV,Betacoronavirus
AY613950.1,SARS-CoV,Betacoronavirus
AY613949.1,SARS-CoV,Betacoronavirus
AY613948.1,SARS-CoV,Betacoronavirus
AY613947.1,SARS-CoV,Betacoronavirus
AY362699.1,SARS-CoV,Betacoronavirus
AY351680.1,SARS-CoV,Betacoronavirus
KY417152.1,SARS-CoV,Betacoronavirus
KY417151.1,SARS-CoV,Betacoronavirus
KY417150.1,SARS-CoV,Betacoronavirus
KY417149.1,SARS-CoV,Betacoronavirus
KY417148.1,SARS-CoV,Betacoronavirus
KY417147.1,SARS-CoV,Betacoronavirus
KY417146.1,SARS-CoV,Betacoronavirus
KY417145.1,SARS-CoV,Betacoronavirus
KY417144.1,SARS-CoV,Betacoronavirus
KY417143.1,SARS-CoV,Betacoronavirus
KY417142.1,SARS-CoV,Betacoronavirus
MG772934.1,SARS-CoV,Betacoronavirus
MG772933.1,SARS-CoV,Betacoronavirus
KC881006.1,SARS-CoV,Betacoronavirus
KF367457.1,SARS-CoV,Betacoronavirus
JX993988.1,SARS-CoV,Betacoronavirus
JX993987.1,SARS-CoV,Betacoronavirus
KP886809.1,SARS-CoV,Betacoronavirus
KP886808.1,SARS-CoV,Betacoronavirus
KU973692.1,SARS-CoV,Betacoronavirus
KY352407.1,SARS-CoV,Betacoronavirus
KJ473816.1,SARS-CoV,Betacoronavirus
KJ473815.1,SARS-CoV,Betacoronavirus
KJ473814.1,SARS-CoV,Betacoronavirus
KJ473813.1,SARS-CoV,Betacoronavirus
KJ473812.1,SARS-CoV,Betacoronavirus
KJ473811.1,SARS-CoV,Betacoronavirus
KF569996.1,SARS-CoV,Betacoronavirus
DQ648857.1,SARS-CoV,Betacoronavirus
DQ648856.1,SARS-CoV,Betacoronavirus
MZ293755.1,bCoV-GCCDC1,Betacoronavirus
MZ293754.1,bCoV-GCCDC1,Betacoronavirus
MZ293753.1,bCoV-GCCDC1,Betacoronavirus
MZ293752.1,bCoV-GCCDC1,Betacoronavirus
MZ293756.1,bCoV-GCCDC1,Betacoronavirus
MZ293739.1,bCoV-GCCDC1,Betacoronavirus
NC_030886.1,bCoV-GCCDC1,Betacoronavirus
MN477915.1,bCoV-HKU10,Alphacoronavirus
MN477914.1,bCoV-HKU10,Alphacoronavirus
MN477913.1,bCoV-HKU10,Alphacoronavirus
MN477912.1,bCoV-HKU10,Alphacoronavirus
MN477911.1,bCoV-HKU10,Alphacoronavirus
MN477910.1,bCoV-HKU10,Alphacoronavirus
MN477909.1,bCoV-HKU10,Alphacoronavirus
MN477908.1,bCoV-HKU10,Alphacoronavirus
MN477907.1,bCoV-HKU10,Alphacoronavirus
MN477906.1,bCoV-HKU10,Alphacoronavirus
MN477905.1,bCoV-HKU10,Alphacoronavirus
MN477904.1,bCoV-HKU10,Alphacoronavirus
MN477903.1,bCoV-HKU10,Alphacoronavirus
MN477902.1,bCoV-HKU10,Alphacoronavirus
MN477901.1,bCoV-HKU10,Alphacoronavirus
MN477900.1,bCoV-HKU10,Alphacoronavirus
MN477899.1,bCoV-HKU10,Alphacoronavirus
NC_018871.1,bCoV-HKU10,Alphacoronavirus
JQ989273.1,bCoV-HKU10,Alphacoronavirus
JQ989272.1,bCoV-HKU10,Alphacoronavirus
JQ989271.1,bCoV-HKU10,Alphacoronavirus
JQ989269.1,bCoV-HKU10,Alphacoronavirus
JQ989268.1,bCoV-HKU10,Alphacoronavirus
JQ989267.1,bCoV-HKU10,Alphacoronavirus
JQ989266.1,bCoV-HKU10,Alphacoronavirus
MN611523.1,bCoV-HKU10,Alphacoronavirus
NC_009988.1,bCoV-HKU2,Alphacoronavirus
MF370205.1,bCoV-HKU2,Alphacoronavirus
EF203065.1,bCoV-HKU2,Alphacoronavirus
MW727454.1,bCoV-HKU2,Alphacoronavirus
MH697599.1,bCoV-HKU2,Alphacoronavirus
MH539766.1,bCoV-HKU2,Alphacoronavirus
MG742313.1,bCoV-HKU2,Alphacoronavirus
NC_009019.1,bCoV-HKU4,Betacoronavirus
MW218395.1,bCoV-HKU4,Betacoronavirus
MH002339.1,bCoV-HKU4,Betacoronavirus
MH002338.1,bCoV-HKU4,Betacoronavirus
KJ473822.1,bCoV-HKU4,Betacoronavirus
DQ648794.1,bCoV-HKU4,Betacoronavirus
EF065508.1,bCoV-HKU4,Betacoronavirus
EF065507.1,bCoV-HKU4,Betacoronavirus
EF065506.1,bCoV-HKU4,Betacoronavirus
MH002342.1,bCoV-HKU5,Betacoronavirus
MH002341.1,bCoV-HKU5,Betacoronavirus
MH002340.1,bCoV-HKU5,Betacoronavirus
KJ473820.1,bCoV-HKU5,Betacoronavirus
EF065512.1,bCoV-HKU5,Betacoronavirus
EF065511.1,bCoV-HKU5,Betacoronavirus
EF065510.1,bCoV-HKU5,Betacoronavirus
NC_010438.1,bCoV-HKU8,Alphacoronavirus
KJ473800.1,bCoV-HKU8,Alphacoronavirus
KJ473799.1,bCoV-HKU8,Alphacoronavirus
KJ473798.1,bCoV-HKU8,Alphacoronavirus
KJ473797.1,bCoV-HKU8,Alphacoronavirus
MG762674.1,bCoV-HKU9,Betacoronavirus
HM211101.1,bCoV-HKU9,Betacoronavirus
HM211100.1,bCoV-HKU9,Betacoronavirus
HM211099.1,bCoV-HKU9,Betacoronavirus
HM211098.1,bCoV-HKU9,Betacoronavirus
EF065515.1,bCoV-HKU9,Betacoronavirus
EF065514.1,bCoV-HKU9,Betacoronavirus
MT797634.1,hCoV-229E,Alphacoronavirus
KY996417.1,hCoV-229E,Alphacoronavirus
JX503061.1,hCoV-229E,Alphacoronavirus
ON791801.1,hCoV-229E,Alphacoronavirus
KY621348.1,hCoV-229E,Alphacoronavirus
KY369909.2,hCoV-229E,Alphacoronavirus
KY369914.1,hCoV-229E,Alphacoronavirus
KY369912.1,hCoV-229E,Alphacoronavirus
KY983587.1,hCoV-229E,Alphacoronavirus
KY967357.1,hCoV-229E,Alphacoronavirus
KY684760.1,hCoV-229E,Alphacoronavirus
OK662398.1,hCoV-229E,Alphacoronavirus
LC654446.1,hCoV-229E,Alphacoronavirus
LC654445.1,hCoV-229E,Alphacoronavirus
AB691766.2,hCoV-229E,Alphacoronavirus
AB691764.2,hCoV-229E,Alphacoronavirus
MW202340.1,hCoV-229E,Alphacoronavirus
NC_002645.1,hCoV-229E,Alphacoronavirus
KY674919.1,hCoV-229E,Alphacoronavirus
MW532107.1,hCoV-229E,Alphacoronavirus
MW532106.1,hCoV-229E,Alphacoronavirus
MW532105.1,hCoV-229E,Alphacoronavirus
MW532104.1,hCoV-229E,Alphacoronavirus
MN369046.1,hCoV-229E,Alphacoronavirus
MN306046.1,hCoV-229E,Alphacoronavirus
KY369913.1,hCoV-229E,Alphacoronavirus
KY369911.1,hCoV-229E,Alphacoronavirus
KY369910.1,hCoV-229E,Alphacoronavirus
KY369908.1,hCoV-229E,Alphacoronavirus
MF542265.1,hCoV-229E,Alphacoronavirus
KU291448.1,hCoV-229E,Alphacoronavirus
KF514433.1,hCoV-229E,Alphacoronavirus
KF514432.1,hCoV-229E,Alphacoronavirus
KF514430.1,hCoV-229E,Alphacoronavirus
JQ410000.1,hCoV-229E,Alphacoronavirus
KY073748.1,hCoV-229E,Alphacoronavirus
KY073747.1,hCoV-229E,Alphacoronavirus
KT253328.1,hCoV-229E,Alphacoronavirus
KT253327.1,hCoV-229E,Alphacoronavirus
KT253326.1,hCoV-229E,Alphacoronavirus
KT253325.1,hCoV-229E,Alphacoronavirus
KT253324.1,hCoV-229E,Alphacoronavirus
KT368916.1,hCoV-229E,Alphacoronavirus
KT368915.1,hCoV-229E,Alphacoronavirus
KT368914.1,hCoV-229E,Alphacoronavirus
KT368913.1,hCoV-229E,Alphacoronavirus
KT368912.1,hCoV-229E,Alphacoronavirus
KT368911.1,hCoV-229E,Alphacoronavirus
KT368910.1,hCoV-229E,Alphacoronavirus
KT368909.1,hCoV-229E,Alphacoronavirus
KT368906.1,hCoV-229E,Alphacoronavirus
KT368905.1,hCoV-229E,Alphacoronavirus
KT368904.1,hCoV-229E,Alphacoronavirus
KT368903.1,hCoV-229E,Alphacoronavirus
KT368902.1,hCoV-229E,Alphacoronavirus
KT368899.1,hCoV-229E,Alphacoronavirus
KT368898.1,hCoV-229E,Alphacoronavirus
KT368897.1,hCoV-229E,Alphacoronavirus
KT368896.1,hCoV-229E,Alphacoronavirus
KT368895.1,hCoV-229E,Alphacoronavirus
KT368893.1,hCoV-229E,Alphacoronavirus
KT368892.1,hCoV-229E,Alphacoronavirus
ON128616.1,hCoV-HKU1,Betacoronavirus
ON128615.1,hCoV-HKU1,Betacoronavirus
ON128614.1,hCoV-HKU1,Betacoronavirus
ON128613.1,hCoV-HKU1,Betacoronavirus
ON128612.1,hCoV-HKU1,Betacoronavirus
ON128611.1,hCoV-HKU1,Betacoronavirus
ON128610.1,hCoV-HKU1,Betacoronavirus
ON128609.1,hCoV-HKU1,Betacoronavirus
MH940245.1,hCoV-HKU1,Betacoronavirus
HM034837.1,hCoV-HKU1,Betacoronavirus
LC654449.1,hCoV-HKU1,Betacoronavirus
LC654448.1,hCoV-HKU1,Betacoronavirus
LC654447.1,hCoV-HKU1,Betacoronavirus
LC687393.1,hCoV-HKU1,Betacoronavirus
LC315651.2,hCoV-HKU1,Betacoronavirus
LC315650.2,hCoV-HKU1,Betacoronavirus
NC_006577.2,hCoV-HKU1,Betacoronavirus
KT779556.1,hCoV-HKU1,Betacoronavirus
KT779555.1,hCoV-HKU1,Betacoronavirus
KF686346.1,hCoV-HKU1,Betacoronavirus
KF686344.1,hCoV-HKU1,Betacoronavirus
KF686343.1,hCoV-HKU1,Betacoronavirus
KF686342.1,hCoV-HKU1,Betacoronavirus
KF686341.1,hCoV-HKU1,Betacoronavirus
KF686340.1,hCoV-HKU1,Betacoronavirus
KF430201.1,hCoV-HKU1,Betacoronavirus
DQ415914.1,hCoV-HKU1,Betacoronavirus
DQ415913.1,hCoV-HKU1,Betacoronavirus
DQ415912.1,hCoV-HKU1,Betacoronavirus
DQ415911.1,hCoV-HKU1,Betacoronavirus
DQ415910.1,hCoV-HKU1,Betacoronavirus
DQ415909.1,hCoV-HKU1,Betacoronavirus
DQ415908.1,hCoV-HKU1,Betacoronavirus
DQ415907.1,hCoV-HKU1,Betacoronavirus
DQ415906.1,hCoV-HKU1,Betacoronavirus
DQ415905.1,hCoV-HKU1,Betacoronavirus
DQ415904.1,hCoV-HKU1,Betacoronavirus
DQ415903.1,hCoV-HKU1,Betacoronavirus
DQ415902.1,hCoV-HKU1,Betacoronavirus
DQ415901.1,hCoV-HKU1,Betacoronavirus
DQ415900.1,hCoV-HKU1,Betacoronavirus
DQ415899.1,hCoV-HKU1,Betacoronavirus
DQ415898.1,hCoV-HKU1,Betacoronavirus
DQ415897.1,hCoV-HKU1,Betacoronavirus
DQ415896.1,hCoV-HKU1,Betacoronavirus
AY884001.1,hCoV-HKU1,Betacoronavirus
DQ339101.1,hCoV-HKU1,Betacoronavirus
MK334047.1,hCoV-NL63,Alphacoronavirus
MK334046.1,hCoV-NL63,Alphacoronavirus
MK334044.1,hCoV-NL63,Alphacoronavirus
MK334043.1,hCoV-NL63,Alphacoronavirus
MG428706.1,hCoV-NL63,Alphacoronavirus
MG428705.1,hCoV-NL63,Alphacoronavirus
MG428704.1,hCoV-NL63,Alphacoronavirus
MG428703.1,hCoV-NL63,Alphacoronavirus
MG428702.1,hCoV-NL63,Alphacoronavirus
MG428701.1,hCoV-NL63,Alphacoronavirus
MG428699.1,hCoV-NL63,Alphacoronavirus
MG772808.1,hCoV-NL63,Alphacoronavirus
KX179500.1,hCoV-NL63,Alphacoronavirus
JX504050.1,hCoV-NL63,Alphacoronavirus
DQ445912.1,hCoV-NL63,Alphacoronavirus
DQ445911.1,hCoV-NL63,Alphacoronavirus
LC720428.1,hCoV-NL63,Alphacoronavirus
LC654455.1,hCoV-NL63,Alphacoronavirus
LC687402.1,hCoV-NL63,Alphacoronavirus
LC687401.1,hCoV-NL63,Alphacoronavirus
LC687397.1,hCoV-NL63,Alphacoronavirus
LC687396.1,hCoV-NL63,Alphacoronavirus
LC687395.1,hCoV-NL63,Alphacoronavirus
LC687394.1,hCoV-NL63,Alphacoronavirus
NC_005831.2,hCoV-NL63,Alphacoronavirus
MW202337.1,hCoV-NL63,Alphacoronavirus
LC488390.2,hCoV-NL63,Alphacoronavirus
KY829118.1,hCoV-NL63,Alphacoronavirus
KY554971.1,hCoV-NL63,Alphacoronavirus
KY554970.1,hCoV-NL63,Alphacoronavirus
KY554969.1,hCoV-NL63,Alphacoronavirus
KY554968.1,hCoV-NL63,Alphacoronavirus
KY554967.1,hCoV-NL63,Alphacoronavirus
KY674916.1,hCoV-NL63,Alphacoronavirus
KY674915.1,hCoV-NL63,Alphacoronavirus
KU521535.1,hCoV-NL63,Alphacoronavirus
KT381875.1,hCoV-NL63,Alphacoronavirus
KT266906.1,hCoV-NL63,Alphacoronavirus
KF530114.1,hCoV-NL63,Alphacoronavirus
KF530113.1,hCoV-NL63,Alphacoronavirus
KF530112.1,hCoV-NL63,Alphacoronavirus
KF530111.1,hCoV-NL63,Alphacoronavirus
KF530110.1,hCoV-NL63,Alphacoronavirus
KF530109.1,hCoV-NL63,Alphacoronavirus
KF530108.1,hCoV-NL63,Alphacoronavirus
KF530107.1,hCoV-NL63,Alphacoronavirus
KF530106.1,hCoV-NL63,Alphacoronavirus
KF530105.1,hCoV-NL63,Alphacoronavirus
KF530104.1,hCoV-NL63,Alphacoronavirus
JQ765575.1,hCoV-NL63,Alphacoronavirus
JQ765573.1,hCoV-NL63,Alphacoronavirus
JQ765572.1,hCoV-NL63,Alphacoronavirus
JQ765571.1,hCoV-NL63,Alphacoronavirus
JQ765570.1,hCoV-NL63,Alphacoronavirus
JQ765569.1,hCoV-NL63,Alphacoronavirus
JQ765568.1,hCoV-NL63,Alphacoronavirus
JQ765566.1,hCoV-NL63,Alphacoronavirus
JQ765565.1,hCoV-NL63,Alphacoronavirus
JQ765564.1,hCoV-NL63,Alphacoronavirus
JQ765563.1,hCoV-NL63,Alphacoronavirus
JX524171.1,hCoV-NL63,Alphacoronavirus
CS124012.1,hCoV-NL63,Alphacoronavirus
MW411432.1,hCoV-OC43,Betacoronavirus
OK391230.1,hCoV-OC43,Betacoronavirus
OK391228.1,hCoV-OC43,Betacoronavirus
OK391227.1,hCoV-OC43,Betacoronavirus
OK391226.1,hCoV-OC43,Betacoronavirus
OK391225.1,hCoV-OC43,Betacoronavirus
OK391224.1,hCoV-OC43,Betacoronavirus
OK391223.1,hCoV-OC43,Betacoronavirus
OK391222.1,hCoV-OC43,Betacoronavirus
OK391221.1,hCoV-OC43,Betacoronavirus
MW938760.1,hCoV-OC43,Betacoronavirus
MN026164.1,hCoV-OC43,Betacoronavirus
MG197723.1,hCoV-OC43,Betacoronavirus
MG197722.1,hCoV-OC43,Betacoronavirus
MG197721.1,hCoV-OC43,Betacoronavirus
MG197720.1,hCoV-OC43,Betacoronavirus
MG197719.1,hCoV-OC43,Betacoronavirus
MG197718.1,hCoV-OC43,Betacoronavirus
MG197717.1,hCoV-OC43,Betacoronavirus
MG197716.1,hCoV-OC43,Betacoronavirus
MG197715.1,hCoV-OC43,Betacoronavirus
MG197714.1,hCoV-OC43,Betacoronavirus
MG197713.1,hCoV-OC43,Betacoronavirus
MG197712.1,hCoV-OC43,Betacoronavirus
MG197711.1,hCoV-OC43,Betacoronavirus
MG197710.1,hCoV-OC43,Betacoronavirus
MG197709.1,hCoV-OC43,Betacoronavirus
MG977449.1,hCoV-OC43,Betacoronavirus
MG977445.1,hCoV-OC43,Betacoronavirus
KY014281.1,hCoV-OC43,Betacoronavirus
KX538979.1,hCoV-OC43,Betacoronavirus
KX538978.1,hCoV-OC43,Betacoronavirus
KX538977.1,hCoV-OC43,Betacoronavirus
KX538976.1,hCoV-OC43,Betacoronavirus
KX538975.1,hCoV-OC43,Betacoronavirus
KX538974.1,hCoV-OC43,Betacoronavirus
KX538973.1,hCoV-OC43,Betacoronavirus
KX538972.1,hCoV-OC43,Betacoronavirus
KX538971.1,hCoV-OC43,Betacoronavirus
KX538970.1,hCoV-OC43,Betacoronavirus
KX538969.1,hCoV-OC43,Betacoronavirus
KX538968.1,hCoV-OC43,Betacoronavirus
KX538966.1,hCoV-OC43,Betacoronavirus
KX538965.1,hCoV-OC43,Betacoronavirus
KX538964.1,hCoV-OC43,Betacoronavirus
KF923925.1,hCoV-OC43,Betacoronavirus
KF923924.1,hCoV-OC43,Betacoronavirus
KF923923.1,hCoV-OC43,Betacoronavirus
KF923922.1,hCoV-OC43,Betacoronavirus
KF923921.1,hCoV-OC43,Betacoronavirus
KF923920.1,hCoV-OC43,Betacoronavirus
KF923919.1,hCoV-OC43,Betacoronavirus
KF923918.1,hCoV-OC43,Betacoronavirus
KF923917.1,hCoV-OC43,Betacoronavirus
KF923916.1,hCoV-OC43,Betacoronavirus
KF923915.1,hCoV-OC43,Betacoronavirus
KF923914.1,hCoV-OC43,Betacoronavirus
KF923913.1,hCoV-OC43,Betacoronavirus
KF923912.1,hCoV-OC43,Betacoronavirus
KF923911.1,hCoV-OC43,Betacoronavirus
